1 15731ab18fb548d3ba600766c3462d5f   001 0000042395734 0000002301201 0000040094533
2ad7cfbc3a8b14e969e84d8adfa09262d0000004164025     1
291c18cf9824743c5bba1205cdc0c2e8e0000002016269     2
21a261a1c012e43ca9ca9c438d046c72e0000004415488     1
2ca2e7ccb51384db5b1e591f8ba2071ab0000005866906     2
2a11e3f2c60c34b8a8d814c2f69e662b40000005337505     2
230c5c1f877e54a4997eaa22d392dc9af0000003298159     2
24a6d9681b4294ef89a8541db72411e210000005571701     2
2dba293f4c9864dbc9c77b5ba3db8f8fa0000000834563     1
207011ec4071b477c9df27e0bf16ccb180000001115786     2
292a6941512d0454abaac2eb0d3248f410000007694011     2
26b1e3cd2c92a480fa5e9e36b894dc0a50000008941560     1
2a079d9a66fcf46b0b2580377e79409de0000009639285     1
2d28dc3f10d44430cac42fbd171c2823e0000003433841     2
2e04097f9cb0747ccb55673075cbdbfd90000008390498     2
249a27570b90242138ddf9bfab6f29c8e0000001482249     2
2007173f4d57e4637af7f8f94ab275a6e0000007128056     1
24c63210d834e4b35a897fc851e3237530000008982085     2
23d4a93a152694dddbb3bdb98f10428ef0000004355323     1
28be830f6c7ca4a929c55fee928a0781a0000008406623     2
247830c7f2bb24a0b845cc513070cc9f90000004552701     2
23785f7575479400fab71edad1ec539f80000009734509     2
241de98b091b74c7a9a86a3e4129249980000000987428     1
288025cbe0cdb4e5bb18efdc8f4bd43e10000008338346     1
20ad6c760ddae44d0a6e0feb86cabb9860000002832973     1
27059be0a8b024c0d8c47039296bc58700000006376030     1
29d9cd683f7ed4ee5bebabf085e1073c20000008003049     1
2e522029653fd420b9f2f67c458c4c18e0000002949197     2
269217461fc3d47c080695592ec3526200000009069192     1
2a9dd1489767c4d648acc0732aabffb0e0000009896116     2
21cbc25856932465b9021ce0487ac91a40000004503463     1
3fdc84bac3c134100b8c37d53ed84bd500000000129754   0
34b8036be383c474dbc374e056abb6f410000000148051   1
307286a7e07454de6b098cb4ca04694d30000000189780   2
4               202204222cdcf763b1024f6c85b7ee9b6568e255
1621e6a8b57894ef6a408093c56d6f0a8   001000021917277400000025184780000216654296
280e6d6ad6d9243b48115e694176766d20000006997793     2
263af082cccfd407c804f0513be586ba00000000069039     1
2d36cc15fb9514bb4aea748adc9dd04e50000003186113     1
23b24998f26464bffbb8fdf6b92c03d160000009282453     1
2d6e21a6df29949cf81fd02df0c7776520000004713765     1
20bf0cf88409841dc960ad710717eb6d40000000696710     2
265d790ea3a9f431fa39c3502f3b15bd30000002180571     2
2ac351610c61c4fab804be36782b3ea780000004720258     1
2020730a317304b5a9e4127c89f1bb65e0000009049392     2
2ac988f73feba4033b7222ad2bd7f43c30000004618318     1
2a8b8d557dc08404895295f59a260ea790000002658251     2
29431ee09f95c42fbb990b68e024313ba0000008705057     2
2a7c65daf1fb2415b9408e6e51582d2c50000007622873     1
2d4f33b74b75b4b4492ee81092bd624820000003784377     1
21085cdd1791c4027991ac6068061c8d30000007225019     1
2ba1d3ac3ca1d4571a2078ea3b6fe0e1b0000008477156     1
297612bbe26704431a1b5fc4609b5b1ef0000003976544     1
23a1fdadef4564b7099c51c3d3cd134f30000008522624     2
2439b49372aa7403c9632dcd44d41b9340000000818992     2
2ada94fe5b4a840ff822639fba3a89a650000005711566     2
2a3fc9b1ccebc4926baa8f51c7a1907e50000007435337     2
2eafb11845576411e9948530aeeccda750000006839646     2
297f487abb234482198b85333208f61100000001142981     2
2ab0496d257114e389c152bab3a1b99110000005647384     1
24d9e5f7a881c440f864d4d425f739a4f0000009130974     1
286d401aec7434a3990a8be8888b09e8e0000009426247     2
2bf282c5c2e094e379b41164e3886b1be0000007631449     1
248f95cbb245549ef8f27df05bb42b6760000005250811     2
2535f7a44442440b0b6e3c45f0717d45b0000003272737     1
2febdcfe63ad546288aaadabbd311aec70000006796858     1
2a16c1e2f7b3e464db6d125abf7f617510000001853852     2
22f360c3633174561a3b87c55f1ba29050000009875581     1
2870332e6622e459789946b51a41c50590000004617947     2
2203bacd0833e458da7023e6af4cfd3670000007704930     1
23bc571a8e9cb42fc9126aee202b718dc0000002706829     2
28b2d4032078a4aabb5239b1e627222440000009400874     1
26a3e1b959cc844c391e07371048cb9c60000006666413     2
2ff3fe9cedbaa4fd08946ae8397fc08300000003996480     1
2b695d5ce843148a19aaa20d939a2894f0000008564561     2
22d107f4739164a239871b03bf121a20f0000004735536     2
2fcabccfb177644749a89c4e46dea55000000005115491     1
2b12539c084fc4c58a4497709e76b00080000000243101     1
2168aae983b604025bc01a138851907010000004945018     1
23673afc9079846a59addbef879b351020000006137014     1
24c0bd72e9f65466bbdc6bd7e516091600000002562578     1
22470ff5657824b1b9c77cd9f18d25c350000006840803     2
2a0a568bfd1504e6ca53465ea764210d00000007244793     1
29f552ee2905d4b69bb888ce9243047720000005576907     1
241824572bfa648b2be9d9ff642151c840000005921864     2
27c8434afce9844f2babc1797545dc3450000000319012     2
23ad3bf21f98c473f86375f5ea8d1ec580000000122756     1
2373bdf9c5db24529b31d77231c1d6c9e0000004884649     1
2de2e75f9f47441589b3e6a94bb16e2650000007226452     1
23fc97b53349f42cd91c1a0c88b937c760000002789512     1
2cb5e339491364c43b81f27d9630adee50000001624862     1
23c47bec8ae664ee4b1d47a1754bb70200000009296244     2
294838b29e26444338fffa9a0a1088f1f0000006108620     2
29c85342136694c1fa4ab7db91addb5670000007539877     1
22158b41ad4fc4efebd7962a34add82d20000009774229     1
289c449be2fa2417ba9e5c6d9fa130fc70000001298440     1
2869897a420bc4e53b8d358b68e7a0f3c0000000549815     2
2e3e0c0c441a44c5ebdf5f8146d55c0810000008787440     1
29c715c048e0247bf9373a3c036facc230000001063246     2
2a101941d0cbb43a4853c9ad996fbc5e10000002874344     1
2fdba8f880458480492476ddc12b71aef0000002219504     2
2947af544c5354313bf734f0d503877990000003352054     1
2e53a6a66e58541f48a2eb9e5183f32380000001438319     1
221c2e384888e452d98543552bf7527d70000006842153     1
239feef16c85448a5ab51a0d059fb09cd0000002933645     2
290e288f778054bce8762f620cd40d1950000007158821     1
24ec1120ff5aa4bf0adae68d7c954c3cc0000004780221     2
2c2ec5ef29d3548048310e54631e3e63a0000000500782     1
2936d79adb1c44364bd27909ceff0a4680000004914234     2
3be2fea17ce124f339a447705c197e04a0000000470941   0
34f4c9bb8f0d742caa86276cc581c23550000000496343   1
3c9ebe431865941b88e235ea5f3398ae80000000904500   2
36e99e581256645589c44697bad8a7f850000000242312   3
3ba41e215b1a8477499e97c35734037280000000404382   4
4               20220420f0ba42f545344b19b6ec750fc7d08a79
1060e79ce3f9547218f42efa66cee9c62   000000008542210600000006025440000084819562
23c4ea7ffabd5471ea6cc4fd6473895e10000001427015     2
210ba6ec30fb841e6b351634c3a64f15c0000009781969     2
23d14c4ec02fe4481ba48eceac94d20b00000007289551     2
224f3c03d4ad94e61877f6f0ecf2c527c0000000460839     2
227d2c6da0e0b4425a39bc8384b1715380000006386318     1
2717e269e11b34b53aae3fcf21900be2c0000005454600     2
2dc84b58389214847841cc7354ba28e9c0000009833461     2
24d1099ce8043413d95a275fb1cf5ab320000009757794     2
288ca5973bf7e47a7ba87cb09425e69610000002909749     1
22a939a4287c14f8f96a65e59dd44b4a10000003312130     1
298cfe6a3e7ce4e2da56fde6bb11c4c1c0000004069127     1
2300384f09cd34476b31405b09cbac8ea0000001926478     2
2612e9829101346a98bf5bb605052c97c0000002771663     2
2116be210a31c4857b02b5449e662fad20000001937873     1
2de4f160b24144df3a6784c008e6a77be0000000283693     1
28941f01dee2940a7937b6576fe5602610000004213074     1
2d95d12b3b16d44218f92c7e7dc2f3f290000007369741     2
2a62308bd99804170b06c0afb5154e2280000008621034     2
221fd9ce12ce4433fa67d1d786645d9b70000006503570     1
2af12df8a13964845bf3c56226ff300150000008375065     1
28d1bd4e9a9cd453c9a45a15e0c2be7d80000001593987     1
2e9c975dabe8a45e6b6f00758b6845bab0000003970733     1
2942ba83747184d59961770a37b5e351a0000002629180     1
2ce1f7c70a34841d889875a92413c2db30000004782216     1
28d236af1df2f498883e4a8ac7d04dd2e0000007593581     1
2285f45c041fe4868a6a3b77f5e677d250000009605779     1
23c920c38a2064d6da311ebfb0a4e8c7b0000005299407     2
265c24096774541ad8cd939383f6119c00000006433169     2
295204b8a34664373b76865556c8a156a0000000951743     2
2deac0fb2adcf45ba89bbee7a991aa4190000001659256     1
291149b0f40da45a1bdd6d441836d13a80000003442205     1
2db490e7883c64273a92434ed9a94f6d30000001754038     1
26e230cd555bf4f2689738499940d199f0000001183847     2
2acefe79a8bd84f36a1261bfaf2e840390000009794646     2
25926b8bf17ea4c4c82c15e9e70ec1a720000008660501     1
217f49d6eeb07470cb7217727ff1036cc0000002008097     2
2f86513fced944cfeafe0a274c69299550000006261800     2
2d638cff3225e47bf9b1104add425e4b50000009189362     2
2a226a9dda4914862ae5b675ba1a4f8f90000009619310     2
220d57791001f4444814c63385b724b4b0000001740031     1
37671faa9ce6447f6808b9c2f4b46c0bb0000000602544   0
4               2022042444bbf0b7e8244ffd98999a4e9e146408
132c04fb5fb15433ca2a395d070492069   001000007773642000000017526650000075983755
2f588720406a444caa7e9294e67f4ba4c0000000306315     2
2f6426f47cbf34beb8d455359a50706b10000009088071     2
2da8f5b7590314da89904f8682e9537e20000002568955     2
22bedbb5f39394e6c8561a771d98fe3f10000003845626     1
2e5e8a1cb7a0d4e63800b5bc6cb68519c0000003180467     2
2dee01e62902f4c95a2a7c72b84f096700000008258836     1
2e07e584fa1f94a01a03c3e6b66b37a5c0000006940810     1
21da20f1dad344013931c78e9e0926f250000008085433     1
285f5ebe39dc542efb85ab10589a042e30000008824870     1
2afc97bd5822c42a19cb6b8bec3f12d2d0000007239476     2
2f21525a0943e40ca8079ab73220525680000006965927     1
287afba31b6bb4b9b928e9ae86a81ab6d0000003934903     2
2951bdd1268c442698cd6e0b55c7efd510000005002000     2
27f353fa2cb87418db7f2a82b699469b90000007650078     1
2fe26ce99c2a34186810b352a11ef5a230000006256789     1
22bc9b9df326e4856adc0ebcdfe2100910000007449130     1
2c932195eff3848038a8c4cb6052c77830000004600535     1
23d7f6fa8a17c43a488086231098f0abf0000008858386     1
35edc92a6f34a4b7684a812029de636930000000836639   0
31dbb60cc1b254fbcafbd94dc6db595d20000000226595   1
351736622e5634ca89587d0559fcbd27f0000000121363   2
38afb111953e7411eb770f44c025974a60000000404833   3
3244bf0ceb6b544479e9215b445bb4f340000000163235   4
4               2022042645bc987d34ed423183484bfe1d1d82aa
1acc119b78e6344268424217bdff3b332   000000020005927400000012694600000198789814
220f7083f1f844b1db9055d1170ca53a00000002469758     2
2aff90d4e73594d1aa831c7cc18d76e430000005550138     1
2f3e034011ead4702ae1341e0a0ceba170000003068396     2
2e4eeb30edc2446ca87a53baed8f1d5270000003497751     2
2bb4bdb76e7934224adf43835790d6bbb0000000645047     2
2a8dc6e7d113e4b1ea9b8bb4dfd38600e0000000493965     1
28a21a6e02a974ec4ad71c1df88aacac90000008418584     1
2767a4f4fd0f0498fb41165ab247f8fec0000003704631     1
28c899983603942a2b52270860af2545a0000001925957     1
2b50014fb82924883b1cfa8887b1d29ce0000005275486     1
2620f0f2a46af45418780c4eb57f1d0ca0000002153117     2
2fa04946665724dbfae3df9171c02f3ee0000000110833     2
28bcb06867e9f45b5bcf1f04c411ffa9b0000004266305     2
2d1929540460b4f42baf0cd9af570b1920000008243911     2
2f59be1d02fa84de382b887dc2e9064d10000004880371     2
2d1c92cdfcdba4ad0bedd18ebb5570b440000007748253     1
2a63ab77b5d1144d99260917fd92cc2f70000003803630     1
2855a0a90623a410fa66bd52ba91a2bd50000009875700     2
2f46381a8a00544a2a353c7d609cc91f60000001286182     1
25dbc0ea283dc46ee848fcadf6f5ff2030000009566659     1
2245cdc54ebce46a0b953db515cd994550000004182625     2
25fa9423e91204f7fba456e9d3b5ab6ac0000001481159     2
2a94bbcb1d6484f988722f344ee9a13a90000006856158     1
249b7d8010a38406abb1742690f126c6f0000001232847     2
2331733b7072b4c948b041d92a5cfabb90000000907820     1
250e69514f05142e2b9470494f0842a170000006485628     2
2c3b8d0e65e974877b753b2378005ed640000006409848     2
24cd027058e2847e5b818f108db3ce1390000000248021     2
233cb37df0d814492a76e942b14170d7d0000003572301     2
250c988c1db89449ba316a3b2436e652e0000002064499     2
295e7b41a3a0c4384ad57694861b24a890000001743669     2
24723c2151f014c209b4b341f4ee49f660000005577442     1
28e9a79db4746492cbac7e05f25a57d0a0000007072331     1
2b57f09a73c7c40639741f6ad4b4fecc20000007904212     1
2b47790be787e4194b087a97773f8376f0000002717193     2
26afa5eb2936c4dd8adaf9301ba7563f70000001657208     2
2c0d2651f9a2c44e1b61f07f656cd4e440000006541602     1
2b796d3218c7d46eba9840bdf063e41c60000000307054     2
241f08663f0f24bd6ad7610e96ecaf31f0000009465727     1
2889a4835fba5423bad1838c6e460dfa20000003377488     2
20a270d1c338b4296a4a4cf58ecc489550000007924677     2
279935bdbd5454998818090f243353c630000009012038     2
262bf06bdefbb4aeeb36ab034f341f5690000006335400     1
2ae14b16bf83147afaa56230c994925f00000006240190     2
2dbf54c8b212f4e138f489dbcaffc4dd10000003877842     1
288be1c6282ad47b5a2c8d4d6132d363e0000008456108     2
2187d39ffb59b4b779aded1f155f6b36e0000008598830     1
296b4024d700c4736b6c93fbe17803d4c0000005318607     2
274d24e7414874891acfa2226feea08d10000002136276     1
2b7b3511827074f9b83ae7372dbd462960000002258214     2
2eb4543214be34542859626d7dd895b100000000437635     2
2665d7175e1fb48f49bc64b0e3d56fbd60000005714516     1
2f5667b9798e6458c8a61e33f753d49c10000001424565     2
2752d81e2fe044687a4f838d8cc995a950000002395402     1
2b58e9f9572314d208088f5b1fc31654b0000001435937     2
2bad958f41170400f815a256143ba29040000001910720     2
2506ce884a407457cb96e21c72bf03cc00000004695770     2
2ab2d085c7f2b441bb697cf76787d8b330000003113580     2
24d482e989b7640cfad2e9b2f78d98c070000008839050     1
2b24060710e7b4535ba47e5d5b960ca9e0000006595724     2
26e7bf412efa84661bb99b30c2c0fbd3d0000005728402     1
2e077b176e6324c9db2f3eeaf25358d080000005569395     2
2fc892c04d6e84aaeb2bceee5eaf361b00000004250283     1
225f0cf810cc74339b453e6ec951fa1370000007905469     1
2f4056419860740e6ae22b06b28dcad910000003464059     2
2516e8173ac9d4e4ea9c64062a12aaa630000000708929     1
25aecf86f0da84ccf8bf98bea36206a6c0000003719368     1
2f43ebd9dfa464fb49adf8ce7a3ee45e50000003054026     2
2b79e3acef4934dd1ab8e2b249c3f2efa0000003233223     2
2d23f64d1df2348608d16f5cb6a75c8f10000001617431     2
21afab09771c8440999ba60503a5d2dc00000009917494     1
2a45c65a9ad014ba9a5a581895e1f8b120000007576015     1
2b41063da3f6a4d01aded3c30eed028510000001602425     1
207ae5c3dc1b64c85a22f1422d4571da40000002187263     2
2a78265e1cb674909960a436a29dd35600000007147602     1
2380a2b903a7743ec82bb806b3a841e960000000224174     2
2a3fcf9f6963043c7af36f50718c0d2540000007651239     2
271e5a595bb1144409f41ff2d89dd47080000005861379     1
24c313419e6154f76adde9bb354c19e370000002133912     1
2e3a7f72107e249278893d48230ee874c0000000630183     2
25e03561ad48c44ceb4e11925275689480000003330735     2
24b092e88008d463f951eaa865175d1160000000254933     1
2dfd5f036dd6d4542ac3cfb0c07f0aaff0000008904533     2
298c359803a5048109faa01528ede762f0000006559474     2
2f517b4d8777241a08e6a507f954824f80000005069793     1
2f6dfb69e5cfb4881ba145dc5a903937e0000000069861     2
2cf0a77aee58848bd9040174939685bd00000001610160     2
27e7bafb301534feab407f4333fcc08b50000008187177     1
3549b9cf219fd4c2a99dbfe333dcbe7b90000000605928   0
3f0d6863a5ad4459c875ea11519d103000000000663532   1
4               20220425dc9fbb30de6645f18f3076094949ce61
15c73e0ba3091455ea57435e11f4dc49e   000000005627308300000008206150000055452468
20e0eb470bdb34f65b0ee113a8ed04db80000000921512     2
21b859f6971764de5aad2e702d9cb477c0000000687572     2
2c4527f0c31434619830f2a43665e783e0000002112996     1
2d627eea4ff774b5fb68c58d8cb503c0a0000008099020     1
265d1f1d0c6fd4dfeb27b6b1ae361bb910000009569309     1
22b664ad69b8e41d1864dd9eae4441c050000008476741     1
2d2676e0b630142618ba830a13af3524e0000003542887     1
2c7a65aed976d43cc81001b1432c957670000003086180     2
29cf185cfa112497484e3fb98d81ba3bf0000002558725     1
270c32fbaed41460c9b09a81bee82c78d0000002189646     2
23cbac12cc27048f1b51f408092d68aec0000009775102     2
220684e18de6b416684cefd11febdeaf70000001360922     2
2a5765a5d698f4f688088dc08d40f53200000006000998     1
2dcfdc66e9400455fa6369cb4810aa1df0000006754476     1
2e5304840b5594c94947ce8f3ee05fae90000001765386     1
20671fbcf38b54a679407d9489283b46e0000005610268     2
2b9495d20404c44258cfbed3b054c6e210000006671759     2
2df4558758a3e4640b7dcb47e81892b7c0000004477377     1
2ec1eaab2196549a198e7bb11f1fd928b0000005000200     2
26102f864d63243c4ac84dc93c89647eb0000002915168     1
2116f083a2e88469c8e58de3947b711400000009795057     2
2099232f3393f4698b672de66b40ab52e0000000250859     2
34afd17c5210648dfad0a32dda9f5854f0000000820615   0
4               202204146e55ff1aee3e47a8afbce680036ba83d
1fdfb468741034bef819250137caad792   001000016440499000000021773660000162227624
287232a3852694076a5cc3aa450f00caa0000000585817     1
2a7be26c54b2445d5b2a54a4c000fd6c80000000847811     1
28ad3994c23c24e579f152b9cb5d72c730000009712946     2
2f8040e0e1b40420d9752deb76a81ddee0000004995260     2
2ea340a23bbd4434f9175dbfa454c040b0000002204630     2
22098c52de74f43f5a4a533a2371a23830000003703279     2
209e9bb074aa946f4b8ad6d247a9f4c3c0000005610168     1
2dc20142510aa4aa69fba66c4968a56040000008682886     1
2464a987a504f479d8f8073f050f2da3d0000008760233     1
2ce01cbaae85e49a18fa8a7781a9833c80000002310442     2
2b67b62b4fa354e09a0891cff5b2b67af0000004641090     2
2e997edd6db264559acfd3d225ecb02b30000009200155     2
253ec043f1bbe4fdf9ead929c56d10a020000000087001     1
2106bf26f4e6f43b8a2c3965f1c7201560000007209801     2
2581af8cd98cc460ca0909a525aafb5580000009004743     2
29b7c9b10e111479e9ad0ee07980378080000004925518     2
2a533d35901844f9fa1aa241bf4c87dc80000007973638     1
2e76a6b5dafa843a5be5882fb053f6ea20000004441006     2
28e3d3884ec5a4bc6aab0c8d16617269d0000008198082     2
24c9d5c4eb71c45ddbb326b5e37b0ecf40000003351071     2
27971a31c0e6f48a8937e6343c821dcd00000009686598     1
2f90b58b81ca24a478cea7e1c007896d60000000172558     2
2db528ce3dbbc41f2af4506a3c058dbc60000007875170     1
2b64ac6cebfef4766b73be69f43a29c6e0000002406631     1
24d4b7214fc354318bde2294cb9303a5a0000001224568     1
2ef07a14bbbed4468a24873d38606a7750000004591973     1
24638b910940f447ead2fdd7b11dbc3c70000001775227     2
24d5ddb16748744518a922599ca2942750000009520517     2
2269e3c418053406c8631a0324a9538e20000005897830     2
28aca3e79d40a4ba7926f91403c6baff30000006911644     2
2bc4bfb6916d34573a94cf83c0be5c8c80000008683294     1
2c168e46d3c324fb6aefc02f3edaabe540000001946653     2
256f8ed17680d4ce287dd2de6b04336660000005483849     1
2ac7df57cc44e4efc82baad951d769cd60000000888189     1
2f8f48ce2a94743ae8f50ca1a92986efc0000005030116     2
2b2f6a982c6274a98b450e1251c2da6110000004836896     2
2d820e87245cd426080b2596be9e046c80000003340103     1
2fa5ea9b9b8014e20b65d452d5058d32e0000009105652     1
22bc7a811a02049bf964acbc33e7ec81d0000002514219     2
2e37e1d16a23d417ca4710f94ae6d7aad0000002623772     1
2604f30668ff14d4884e5a25f20ace1ac0000008156795     2
24c0527f58b4f46aab951e0db1dcc494d0000004297666     1
2c0f9bfe6b5974c99a8f956a47717ab270000009575900     1
24100055867cb40f08bb841e4e8865d610000008756810     2
2167e843bec8e4e7c88a9a0749366f9c00000000099208     1
223e54192c4bb43caac58dc5f5831c6f40000000581279     1
28fed3765980f4074850828c5167875630000001384004     2
22e38ea5b696640648fd31bd2ddf9a8db0000006823818     1
235602bd2ae384cb4b1cc09f72e9979c30000002928045     2
2e60afd848ae04920992f81f83e55c73c0000003925331     1
2819f84f891694f9da2cd7ff7b6393c3a0000007085454     1
2192f27f81a854b8babfd5a96b5abbb080000005125477     1
242c43135f78745aa8d42353b17fc5aab0000004008160     2
293c5a8fbfe634db3b1552bc662bf29890000002001068     1
2e413ca52c39e47918b47d2e6786f798c0000006913169     1
2ecbc1d6f99e74eaf9dffbfbb99f622510000008552839     2
248d17ff592f34948876ff6167d5825920000000051785     2
29a2c0172a7af4f1ba48298bb49ad46200000003775962     1
2617baef9d953484095970f0b529700e00000007431877     1
2a3d0a81bfde849ec9c622f6d357718b60000000553707     2
2a8a378654dcf4e5c927872ed159f49b90000006343937     2
21c1b367b379941869a0fc906029a05a80000000423852     1
2118772768944401ab8b6b929c8b7dc4d0000000429779     2
25118eaf2e60e4f92b97657d60c7c76370000003669372     1
271e2a7dfd6814d069e0aa4337ba78d260000005614784     2
274b347d588f64f1ab970187e2130d4760000003220338     1
2eeb363dcc6ba4af0a8174935897a30850000008257096     1
264799bde0a4746dda03917c389deb1970000002740770     1
3b7a809b61b974b80b564cd059025a3950000000602565   0
3e454bc440f0f4acab9727c4c3ca60f7b0000000385810   1
36ca2e15fb3e94349bc8a267a5b9ac9370000000812208   2
378347c1cef8b4134af995422accf6e1b0000000012014   3
3f00efb4ff6fb4270866ea55470b5b67e0000000364769   4
4               20220413791db3653fca43269999d618c615af75
1a49b915bde634bcb824c58434d821b08   000000007754201600000032664620000074275554
2dd536ad7039b485e97dbc5ff3306d2de0000006963798     1
227b49340c923414097de26079db119240000001148842     1
2bc05b22597034a04a8df05d53f7178d70000006786909     2
28717011d5bff4b2496e4551be89cc6890000005632935     2
21737434c5c30489e8dfe1c2a53b550390000005788556     2
2f2337f2db5cc4d55b1c5f46e93954e670000009634656     2
236960fe9c14f4bbd9b6af6eb5f9e08a60000006677907     2
2fa8618f0e62d49e89f6d94a5037768350000008991609     1
23e805b4f2a6b4f259bba3eebea2a055b0000007842623     2
290ba1d28c25b44a8aa662251a651cb5e0000008928020     2
28e11a67af41d456ea8ccb167715689a50000004642527     1
2fab19e4dba11460eacb63f75fe7db1e30000009272964     1
231d12de46d184d5ebab5461650768c7f0000009938696     2
22a39d7dd68bb436381fccc6142f03bae0000008467299     2
2993c8ad536ca422eabac8dedacf19b3a0000000268556     2
2022095a1b1a147d9af907f5aa90bd1bc0000009831076     1
296aecb59887d47179f7d52786756392e0000004097396     2
2f0517042f4e84e34bb0af6056a1f0e910000004655429     1
282acec7db40849d3bd36a854d6e118b00000003862469     2
21ccfec84a8624313bc64bba34da61e780000002318636     1
21fda2527b86644d6a0344ba05a3daa970000005991871     1
28ed8c90e762a40889a7ebfebc4154e760000004212752     2
230b48a568e2a4d678d906d8786e1f10a0000005622643     1
25d0cbb2baba6445fb952f9b8c8ec027f0000008211529     2
26673eae60bc94a6ab3651d9276cbc2dc0000006905522     2
24cc48727333a49d3947354683ec799ef0000000566615     1
29892a6d95b074f7b8a5a04e5c20f50bf0000001597186     2
2d5e447004e334d0f8d78a3f4c40bada20000009585118     1
23bab6694f39f470ea89455271213ad410000007950888     1
3aace0f0867054dd1b682ed85b734df060000000563417   0
3bc126007d246469ca11187feb492adc60000000712526   1
3c9b87610f7394776bd021205041297af0000000976500   2
34d12a053d7cd4503a9924faffe6979c60000000844572   3
37f6ac6db4a3b40129ada644adf04f9e70000000169447   4
4               202204184034b82cfb444cd8a0ff46d10867bb2c
1d120bb80bc074f5998182760c8b219c5   001000009710919100000010274360000096081755
2bd7c331605dd44e389ac8a028f93c8440000002386971     2
239db0b87e5324946a7a7856e9a15dece0000009325347     1
29da601c39d6b4c6bb5044bc06e7d2dd20000003704448     1
25f5bc101c8ff4b9b9d7dd7289d7938da0000007824374     1
23f8cedd811594d9ca926c529378071bd0000000508798     1
2fea9ff5fa08d4b1b90b0a42ed81001ad0000008970498     1
20503a15026424152b5a7b0360cce29140000008170480     1
267a99f12186249349f1579a9fc8acded0000006856163     2
2c5dafa77dea04467972e393328367b070000003461570     1
28472a275aba24f9abf01bfdea5be72700000005247016     1
239505e8dd6e547539c15af925a0cbb9e0000006285917     1
2f0bc42a1fb3f4ff9b2076a603b171e9b0000005062022     2
20620e5ed02604b37af0dd83d822ad51a0000005268031     2
23957c050939940179ab854cceffcc8a80000009794826     2
2208e6123fc96465a8b1680b8b5d9b2340000001171929     2
22e271d1e3bd641e4b309e858a3d0bcca0000003265162     2
24d8a36332ab14ccd82ed78b09ec9ebd70000008728481     1
2c8b59c2a7f474bb9bda37d70a7e787a10000008086275     2
27052751b0d90467fb81aa45ddff05bd90000009241854     1
2711dfcddd4e34b4ebe3eff041a43ae690000007920299     1
2a72353b57f3c4ca692ac5babc57c3b770000000930421     2
2cae3c245b728421c81fd8bf6c1db24420000004698606     2
2363b7df094264b7590168a014045ecdf0000004018417     2
23eb17acb086e4e04a001697a3a670c4d0000003911756     1
244e570a4a1c843ffbf64ace4d8271b770000005197957     1
204e75efb2d61449babf94682315825620000008965599     2
2d4adcd740f0441a6b30615bb1ba901f70000001184695     2
2156c5c2ea99c45f98cc94d2efc190e6c0000008529830     1
2b4f69a2b16314b26be7075e988876e5e0000003169100     2
2e1657a0b77944939849e44da5d6469200000008907185     2
2c4a647072aab49749ce2c1fbb9c752b90000000080566     1
3cc774a4e56a548cfb423d6f4927269380000000533587   0
306047bf5bab54a88abe211c4afa77f7c0000000493849   1
4               20220414e1b33b056b974a918ccdb31e301604c5
18f0156753b5743bca4cbb033e319148c   000000008492197300000020679520000082854021
2aa3c157a237543bfa8bb22545afee3cb0000005658936     2
26e6a200f87f94c5c8cea57bea86ff8320000007982565     1
219385045b6dd40438e766c9a1ebc7fe70000005236853     1
2ef7462c40a6e4ff192c6033f77ff95880000008286803     1
29942dc2de0174d82a4895bac9de118230000001857639     1
2d9319b61873045afabf2ae40485913e80000000036777     1
25273a443fc2b45d997d9589245a302230000002065535     1
2a180f5fcacf348848253a105aed42af90000009925339     1
276eecbc432fa48d2947e0c92a29e44cc0000002088824     1
2a4af5d2685c847aa904c92d7de69938f0000008499210     2
221cac7743a714861b82884ff25d3a1180000005171946     1
2dbe178032aab47f1b1285ab7c73aa5b70000009562323     1
2fc605235ba8a413cb53e77933b66fa3d0000008825957     2
28f8bc5a60c0b4ebda751b2312c20ca740000001674661     2
2a55c6680ba6d418592ceeeabfd4cae150000001767118     1
2c5a2f0e551f54479942b5ce1671898010000004339603     1
248906c29c90a4f1e9b79906a4ed27f3b0000006458476     2
2fc64e86d9b454e139082ddb2645df3a60000008669756     1
298af29ab4c2e4645b0e7dcfdb0ed386a0000001806525     1
2f39f99cd4bdb4c74bd7b2a570bff12020000004949659     1
20dbf22e86dbd4d4592349543e35530740000003350156     2
223469c5635b94669a4851a414152d31e0000006291606     2
2bb32df5d7a4b4eec8e98281a274766640000006742265     1
27e467bca079042bc85b243edb0041a3c0000004432443     1
3af5470ce6de543d8a92e28a0c86467160000000991078   0
395032a67e7a54125b1417ec58739599f0000000429531   1
32f9fd62c179c4ddf979dba67e51bd3980000000647343   2
4               202204137766e0d18a7b472fb9ef8e7e2e7359f3
18fccddbf1c334a3d86a73d8cab21f5ec   001000016616816400000025489630000163619201
294ca90a5b07d459a8347715c0bf83fe70000000323741     2
22b30f082c6d44b92b101032ee47a9e0c0000006003682     2
2822ca767fb7a43b4a0b8b3559e2880890000001431817     1
21d50daa2e7be4afb97e5a5fe74b2a51f0000005109614     1
2a36c932f824847bcaaec16a903d46b670000009149381     1
2c29f17d184614d8aa76add512ffd4dac0000005827385     1
